,userId,movieId,rating,timestamp
1841156,12443,7121,4.0,2009-07-30 02:34:37
10562859,73038,543,4.0,1996-09-05 03:54:56
14806090,102262,3917,4.5,2005-03-22 23:37:47
1969958,13357,674,3.0,1999-12-13 23:45:35
303741,2077,1371,1.5,2003-09-18 21:10:31
66621,469,19,0.5,2005-01-13 23:45:40
1583851,10685,6333,4.0,2005-03-03 13:48:18
17768469,122848,1089,4.0,2004-04-11 21:49:08
8430562,58177,6797,4.0,2004-02-17 12:43:35
5009933,34440,1777,2.0,2010-01-13 13:54:13
5124314,35109,4643,2.0,2001-07-30 22:05:57
15252317,105432,339,3.0,2001-03-22 21:13:12
7380022,50915,2959,4.0,2012-10-24 21:37:53
10578139,73161,1028,5.0,2000-12-29 15:19:58
12192281,84223,2001,3.0,2009-01-13 14:28:53
6831941,47026,2025,3.0,1999-04-03 02:23:32
945680,6349,6058,4.0,2005-06-04 11:45:43
16480276,114027,1580,4.0,2004-06-26 06:08:40
12404141,85666,2719,2.5,2005-05-09 20:44:21
14745801,101888,1515,3.0,1997-10-31 21:25:22
9930043,68606,81671,4.5,2015-02-27 05:55:50
18690484,129420,2243,4.0,2013-07-30 15:54:06
9538532,66023,1911,3.0,2001-08-29 00:22:07
12562953,86780,2942,3.0,2005-03-24 04:48:25
4041428,27482,117123,2.5,2015-02-06 18:28:46
4362820,29747,1207,5.0,2001-08-27 17:50:00
17170309,118777,7155,4.5,2004-03-06 04:54:41
6114928,42124,253,4.5,2007-12-01 10:14:30
9926817,68580,7075,4.0,2004-02-28 01:27:18
13964950,96483,1035,4.0,1996-09-14 21:54:11
19497271,134919,317,2.0,2003-07-30 19:02:20
13902154,96024,8360,3.0,2004-07-08 18:58:04
15268811,105547,98961,3.0,2015-03-01 21:08:02
12943471,89364,1271,2.0,2000-01-28 23:47:17
7956030,54816,3877,1.0,2001-01-02 18:54:49
12424177,85820,1732,4.5,2012-11-01 09:06:52
639690,4276,40815,3.0,2010-08-13 02:26:41
8631470,59583,1863,2.0,2005-02-10 01:17:58
16589250,114746,1265,4.5,2010-08-26 16:00:54
10619265,73461,53121,2.0,2010-04-08 20:10:14
8066745,55556,3689,4.5,2006-05-15 13:25:01
17723406,122546,4128,4.0,2002-10-04 19:31:49
8266193,57029,3257,3.0,2008-10-30 10:48:31
11201239,77369,317,4.0,1996-11-20 16:26:13
5674967,39060,2902,2.5,2005-01-11 13:37:02
19828090,137259,1291,5.0,1998-01-16 08:35:48
3433545,23391,5669,4.0,2010-10-21 14:27:29
15606917,107931,1089,4.5,2013-08-17 01:51:34
8064761,55546,1396,5.0,1997-01-28 14:39:28
18742508,129775,2134,2.5,2009-06-15 01:46:34
5368696,36869,4798,4.0,2008-01-21 00:58:55
14838787,102514,37739,4.0,2006-10-11 22:29:17
14876006,102775,1704,3.0,2005-02-19 05:32:02
17748813,122704,4963,3.5,2010-09-03 18:47:41
12489378,86290,485,4.0,2008-03-13 00:59:53
6662602,45887,2858,4.0,2000-02-22 14:27:34
4349632,29656,7254,1.0,2007-05-05 16:58:08
12802484,88484,500,3.0,2007-11-28 18:23:55
10966768,75839,1028,3.0,2002-08-19 16:31:58
8683764,59971,457,4.5,2010-06-21 02:05:35
10966335,75836,3946,3.0,2000-11-20 20:00:29
5183187,35498,648,2.0,1996-11-23 19:09:30
7644423,52656,33794,3.5,2006-01-06 02:48:34
13595691,93918,6711,4.5,2004-02-09 16:41:07
2072029,14027,1073,5.0,1997-05-22 00:17:59
17383577,120249,1931,5.0,1999-12-12 00:57:48
5844768,40214,4226,5.0,2002-11-18 09:18:45
17289183,119539,59184,3.5,2009-10-27 15:07:04
9969176,68892,89804,2.0,2012-04-24 21:59:09
10217105,70721,66,2.0,1999-12-04 12:11:43
17803785,123077,1103,3.0,1997-02-06 06:33:53
17099849,118243,380,4.0,1996-05-16 12:25:15
13048277,90093,552,3.0,2000-08-15 18:38:49
5639826,38820,1200,3.5,2004-09-11 04:23:50
11279368,77903,750,4.0,2001-01-24 03:10:51
19861749,137501,3052,5.0,2000-09-07 18:36:38
6476636,44494,2028,4.0,2013-11-11 05:02:33
6835352,47052,2599,4.0,2005-03-24 00:39:35
10156854,70268,364,5.0,1996-07-08 12:31:43
16029927,110894,1957,3.0,2010-09-12 11:22:46
17502569,121047,2915,5.0,2000-01-03 17:54:48
11011439,76141,454,3.5,2007-03-03 20:23:35
788507,5254,2907,3.0,2000-10-09 03:16:00
4947081,34062,344,4.0,2010-10-04 23:40:25
3152323,21496,4033,4.0,2005-04-27 04:12:07
17725856,122560,10,3.0,1999-12-02 12:33:13
15828133,109473,44694,1.0,2009-11-07 13:56:55
19279137,133410,516,2.0,2000-11-21 05:35:40
7842466,54095,786,2.5,2007-02-01 19:32:52
17848677,123398,51086,4.0,2007-10-04 17:47:21
9859970,68153,1391,3.0,1997-01-18 23:19:32
3551338,24214,183,5.0,1996-09-29 12:55:07
19671880,136193,4367,1.0,2001-11-19 05:44:59
13814679,95440,3508,3.0,2005-08-25 03:56:08
11546736,79703,1350,4.0,2004-07-19 04:04:23
11475026,79238,5785,4.0,2013-07-09 01:52:43
2661396,18073,5464,4.0,2009-06-22 20:30:46
17396284,120341,508,4.5,2006-05-11 22:14:49
13305996,91953,4306,4.0,2010-08-12 21:05:40
19099726,132103,204,3.0,1996-06-13 22:02:00
14348364,99142,376,3.0,1997-04-15 15:34:00
11880291,81970,858,4.5,2005-07-15 22:11:23
11517591,79499,2331,2.0,1999-10-30 10:36:24
10280005,71116,2506,2.0,2001-07-12 01:39:32
1195319,8172,5452,0.5,2005-01-21 21:22:11
11591186,80061,2919,4.5,2005-06-07 22:19:09
1774670,12026,80219,4.0,2010-10-03 16:13:06
6516149,44779,1094,3.0,1999-01-24 16:00:42
5466717,37556,6373,1.0,2008-12-22 17:30:44
14412613,99549,1357,4.0,2004-10-15 21:24:57
13297760,91902,7,5.0,1996-08-18 16:37:40
10004610,69185,165,4.0,1996-07-17 05:56:03
14425393,99658,527,4.5,2014-04-25 07:06:36
5027875,34552,1580,4.5,2010-01-06 21:41:23
9462509,65431,919,2.0,2000-09-07 22:40:14
6775309,46616,628,3.0,1997-01-06 12:44:32
15746707,108901,17,3.0,1996-05-14 18:36:49
12424935,85827,2004,2.5,2004-09-24 21:32:46
12533410,86607,1088,2.5,2004-11-16 01:20:46
16655691,115226,2090,4.0,2005-12-28 13:39:37
6365384,43679,8221,4.0,2004-12-08 18:34:27
7906807,54469,3258,4.0,2000-09-13 23:13:28
4255862,29015,219,3.0,2000-01-04 02:40:18
16843913,116490,1,4.0,2008-05-15 02:41:04
149392,989,4963,3.0,2004-09-09 06:04:30
6781505,46648,2722,3.0,2000-05-25 22:30:55
1401004,9497,45722,4.0,2012-12-18 06:31:14
19205683,132886,5218,3.5,2012-05-16 14:52:42
6639080,45709,7210,3.5,2011-01-28 05:34:15
15627647,108082,6502,4.0,2008-03-03 18:44:03
5685791,39132,3101,2.5,2008-06-11 16:17:16
8413196,58069,420,2.0,2008-07-29 22:27:49
9145488,63200,64497,3.5,2008-12-15 16:27:22
342917,2322,2273,3.5,2004-09-01 16:03:44
5216415,35743,31878,3.0,2005-06-07 18:55:23
527333,3571,30749,3.0,2010-11-24 13:48:09
18004441,124512,1193,4.0,1996-12-20 07:45:49
4000321,27222,27773,5.0,2008-04-07 22:34:24
6461615,44384,96811,3.5,2013-03-31 15:42:10
7088740,48898,1653,3.0,1999-10-26 22:59:49
5931261,40850,1061,2.0,2003-10-04 19:29:18
2604345,17640,84312,1.0,2013-12-26 15:33:03
11947185,82502,3744,2.0,2007-01-24 14:15:13
1842448,12459,337,3.0,1996-11-20 15:19:09
11391617,78639,2861,3.0,2001-06-14 14:56:58
12881655,88955,2340,4.0,2009-08-18 23:23:03
19251108,133228,3100,3.0,2000-03-29 01:46:31
17425028,120525,112,3.0,1996-06-05 15:09:53
13565433,93705,1196,4.5,2004-01-20 22:38:17
19474940,134774,2395,3.5,2005-03-23 02:46:05
17099308,118239,588,4.0,2014-07-13 17:25:26
6488653,44571,2762,4.0,2004-10-13 13:40:00
10018286,69282,3994,2.0,2000-12-26 23:46:56
12170141,84063,3635,4.0,2001-03-07 21:28:50
13894652,95988,1641,4.5,2007-01-13 20:30:55
16109912,111501,2918,3.5,2009-06-13 19:17:10
17240575,119223,91529,5.0,2015-03-16 22:36:06
13726177,94834,3360,4.5,2004-10-11 14:40:18
8128907,55995,587,3.0,1996-10-01 09:22:42
7239981,49989,1007,3.0,1998-09-19 13:08:25
7779600,53652,44022,4.0,2014-11-19 03:32:56
8017218,55245,364,4.0,2005-09-08 02:24:40
3490424,23795,63062,4.0,2011-05-09 17:48:41
10601680,73325,235,4.0,2000-08-14 03:11:52
4869588,33470,293,5.0,2000-01-02 19:11:07
12253922,84649,1408,5.0,1999-10-11 18:07:44
1228735,8405,4211,4.0,2006-10-11 06:52:02
12378721,85536,2571,5.0,2001-01-30 01:30:28
2977392,20206,616,3.5,2009-11-23 05:31:31
19775616,136922,5349,4.0,2003-01-23 03:50:39
235104,1620,45722,4.0,2010-01-07 11:58:20
11680711,80668,4020,2.0,2005-08-23 17:04:58
11037802,76302,151,3.0,1996-08-16 19:07:46
4135483,28155,61350,2.5,2008-12-16 16:47:29
2201117,14917,2918,3.5,2003-06-05 19:36:44
4257282,29020,6539,4.5,2007-05-11 00:37:43
13736617,94905,2135,3.0,2000-04-25 01:47:26
13591848,93895,1459,3.5,2011-12-27 19:59:53
11069905,76507,3930,3.0,2002-05-22 20:54:54
9848426,68063,5029,2.0,2006-06-07 18:20:36
1296038,8828,2565,2.0,2003-06-15 00:01:08
11472125,79211,440,2.0,1999-01-09 23:11:39
15693200,108501,72998,4.0,2011-07-18 14:53:28
18196095,125849,2453,3.5,2008-11-18 10:14:12
15087175,104185,6503,3.0,2015-01-19 19:51:56
19201014,132851,50740,4.0,2013-08-14 05:44:14
1247749,8503,1088,4.0,2004-03-07 04:16:14
17103544,118266,1260,5.0,2005-12-05 18:40:03
6486658,44552,2069,5.0,1999-12-15 06:13:36
19521579,135082,1080,5.0,2000-04-20 15:22:59
536790,3625,1552,2.5,2010-11-02 03:01:15
1826792,12324,8622,4.0,2011-04-03 02:23:53
549909,3681,2687,1.0,1999-10-22 21:17:51
8460793,58397,70599,2.5,2012-08-12 23:43:11
8569227,59203,4061,3.0,2008-06-25 19:16:54
9078741,62800,5882,3.0,2008-09-10 14:35:30
6985001,48118,3361,5.0,2012-04-21 15:07:29
16033330,110925,1031,2.0,1996-08-28 10:05:14
1148720,7828,2421,2.0,2007-01-07 16:52:33
5449384,37423,2261,3.0,2001-06-21 17:47:48
2646636,17980,3897,5.0,2004-10-09 23:33:32
6143428,42295,1266,4.5,2014-12-31 01:40:52
2473683,16734,4388,0.5,2008-01-23 00:35:36
17841426,123352,27608,2.5,2014-12-14 17:13:43
11748899,81118,54286,4.5,2008-10-29 05:22:20
4187541,28541,417,4.0,1996-11-20 09:11:02
8998083,62214,5742,3.0,2002-10-16 21:09:19
4713686,32344,5241,4.0,2006-04-10 20:39:00
19150347,132489,1917,4.0,2001-11-16 13:05:12
19622129,135828,849,3.5,2015-01-22 06:04:28
13563606,93692,106330,4.0,2015-02-15 20:21:53
68648,479,1101,2.0,2000-01-13 17:01:59
3762742,25610,1036,3.0,1999-12-11 12:59:17
9094461,62905,21,3.0,1996-06-21 11:17:56
3779513,25723,60753,3.0,2009-09-16 23:18:03
6095710,42005,1250,5.0,2000-07-05 10:00:47
3517012,23981,5151,2.0,2011-09-16 01:57:17
5563728,38246,26614,4.0,2013-09-01 20:28:12
1402648,9507,1358,5.0,1998-08-18 10:36:02
14508470,100261,8984,3.0,2005-07-10 06:29:23
193368,1321,1,4.0,2001-07-04 19:27:44
10806258,74710,2000,5.0,2000-08-03 13:22:59
18992514,131412,5954,4.0,2010-10-10 11:19:07
17216191,119067,3809,4.0,2003-06-18 17:43:57
10023079,69308,2599,3.0,2000-06-08 18:30:56
6947729,47880,648,3.0,2001-01-12 16:07:31
9810163,67825,2378,2.5,2005-11-14 05:45:33
13769549,95149,879,4.0,2004-03-01 16:18:27
7172296,49458,2402,2.5,2014-07-16 08:03:18
4822645,33136,39,3.5,2004-06-17 12:56:38
19806027,137118,2396,2.5,2008-04-07 13:39:51
403978,2756,2001,2.5,2006-12-26 18:58:18
5061972,34702,1982,5.0,2000-01-03 08:01:41
12346396,85299,6377,4.5,2006-01-19 03:36:30
11206470,77418,2118,5.0,1999-12-15 06:09:39
796714,5314,6185,4.5,2004-04-13 09:33:10
4594231,31459,1284,5.0,2002-11-07 10:31:25
13669135,94430,1198,4.0,2007-08-24 19:01:04
7295412,50341,8042,3.5,2006-07-24 22:59:31
10909480,75451,750,3.5,2010-09-20 18:33:07
14545218,100482,5445,4.0,2006-03-12 21:40:02
13157827,90926,3513,4.0,2000-07-03 02:05:34
19821443,137225,15,4.0,2003-07-26 17:58:05
12744908,88061,261,4.0,1996-07-08 17:19:05
6664684,45906,2571,5.0,2007-06-15 06:28:07
14083173,97277,55995,3.5,2008-04-16 01:02:12
6394783,43905,1927,3.0,2001-02-27 04:29:27
4721281,32397,71057,4.5,2012-09-20 16:23:50
2184893,14808,2918,3.5,2004-03-06 20:43:56
9090591,62881,5418,4.0,2011-07-08 21:01:28
16485749,114052,150,3.0,1996-10-24 18:34:17
4608784,31596,3996,2.0,2005-10-17 18:07:18
15064071,104022,1513,2.0,1999-10-05 12:35:22
17575522,121576,364,4.0,2005-11-12 15:01:12
18351062,126995,953,5.0,2014-09-07 23:15:07
4439760,30337,524,4.0,1996-06-01 09:36:15
3993428,27184,1073,3.5,2005-05-01 06:30:10
7667485,52810,2916,3.5,2005-03-27 06:44:24
6964039,47993,3987,1.0,2002-04-22 17:49:54
3467935,23627,3768,2.0,2004-09-15 17:32:08
1991827,13502,1233,4.0,1999-12-24 06:12:20
6533701,44899,1617,4.0,2000-03-03 18:09:20
3925998,26813,785,2.0,2004-02-24 18:43:51
16543729,114458,2770,4.0,2000-01-19 16:52:16
8464905,58426,93492,3.0,2012-03-17 23:38:50
11198861,77354,3546,4.0,2008-12-04 12:02:04
7290500,50297,6976,2.0,2005-04-16 21:37:49
9893030,68351,4915,2.0,2003-10-08 15:42:42
18116876,125311,3972,5.0,2001-02-16 21:55:37
678326,4507,3752,2.0,2000-06-28 10:23:01
14049657,97059,2459,2.5,2015-01-30 20:52:28
17158747,118699,524,2.0,1996-08-09 00:11:14
5753534,39579,1644,3.0,2002-08-23 01:40:21
13285335,91828,2117,3.0,1999-10-17 19:59:15
15560837,107598,5361,2.5,2006-10-21 14:56:53
805132,5365,1022,3.0,1998-02-19 16:50:08
295100,2022,1734,5.0,2000-06-19 21:08:31
12878551,88931,2605,4.0,2001-03-10 10:10:11
2740621,18588,48696,2.0,2007-12-03 15:37:43
13019908,89893,5171,1.0,2003-03-12 14:55:04
11693144,80746,454,1.0,2005-04-02 02:57:41
9290317,64219,953,5.0,2000-01-06 23:36:37
5825084,40077,8969,3.0,2014-11-21 20:02:48
16123770,111587,24,3.0,2000-12-01 01:22:37
5397487,37077,1639,4.0,2009-05-07 20:44:56
2169684,14702,64614,4.5,2009-08-31 17:32:29
894786,5997,1393,4.0,1997-06-20 16:34:08
10835593,74937,2064,0.5,2003-06-04 21:29:39
3929019,26827,11,3.0,2000-08-03 20:54:33
13425295,92777,69757,3.5,2013-03-30 02:37:26
4070264,27679,357,3.5,2003-05-21 08:17:07
9058890,62677,4370,2.0,2011-02-03 12:50:56
13916354,96136,4161,3.0,2001-06-16 04:47:44
14775131,102055,1039,4.0,2001-12-31 23:40:45
10661823,73787,2133,2.0,2004-02-14 20:59:22
10301011,71240,2840,4.5,2009-04-29 04:54:10
2288043,15529,2881,2.0,2004-05-17 11:04:46
8575901,59255,247,4.0,2000-04-17 14:40:42
2077096,14052,102125,2.5,2013-07-06 05:48:38
12784036,88363,145,3.0,1999-10-04 08:37:10
7946325,54739,2671,3.5,2005-06-12 06:00:46
9475630,65529,2616,1.0,2007-10-19 08:53:02
18124018,125380,1580,5.0,2010-05-25 08:56:28
4077691,27731,1261,5.0,2010-12-07 07:36:19
13408246,92665,780,3.0,2007-04-11 22:17:33
7892487,54414,1291,3.0,2011-07-22 19:25:47
6323914,43427,3317,4.0,2001-01-31 10:00:44
1003057,6774,1371,1.0,2003-06-22 15:17:38
19049218,131818,5064,4.5,2008-09-24 16:03:24
19002045,131478,1203,5.0,2009-02-09 16:01:23
15304867,105793,161,3.5,2005-03-25 06:12:51
1969268,13348,5222,3.0,2006-01-29 14:27:09
2523617,17061,2054,5.0,2002-05-19 01:05:19
15604177,107909,1701,1.0,2005-02-03 16:51:24
19920222,137924,26131,2.5,2015-03-30 13:37:26
16108862,111494,2918,5.0,2006-11-17 22:30:28
9871523,68214,3267,3.5,2009-10-13 19:11:55
2303858,15617,2068,4.0,2011-01-21 12:13:54
14647880,101171,34437,3.0,2006-07-01 05:36:46
8915392,61626,2699,3.0,2013-03-21 05:33:46
12478647,86214,3949,3.5,2005-10-20 01:06:29
5440064,37354,1951,4.5,2007-05-08 20:45:12
11379102,78547,39,3.0,1997-03-11 10:46:29
13291417,91867,4568,2.0,2001-11-26 02:49:14
15889861,109931,8581,5.0,2005-02-15 01:28:40
13275989,91754,5900,4.0,2004-04-17 23:12:14
4733714,32514,8917,3.5,2013-01-14 01:34:35
8896116,61496,586,3.0,2000-12-08 22:49:11
5298748,36321,1041,5.0,1997-06-09 10:33:40
8116289,55904,1194,4.0,2006-07-31 15:34:07
11314104,78157,8373,3.0,2005-02-22 18:45:42
7458705,51484,34,4.0,1996-06-07 09:31:07
1380010,9362,2531,2.5,2007-08-19 15:20:22
9825989,67935,3063,3.0,2008-01-21 22:10:20
17826540,123285,153,4.0,1996-09-01 12:25:09
13444016,92903,4022,2.0,2001-01-17 22:26:16
10194625,70536,1089,5.0,2001-09-26 13:59:45
16980422,117431,588,4.0,2009-08-24 13:01:23
10829752,74884,1625,5.0,1998-09-11 14:21:41
14108823,97439,66934,5.0,2012-12-23 08:03:56
10951054,75737,104211,3.0,2015-01-31 07:52:53
1307500,8924,37733,3.0,2008-08-06 02:00:28
6801716,46793,22,3.0,2003-07-24 00:47:45
12581296,86912,628,3.0,2010-08-31 07:43:16
1942118,13155,913,4.5,2007-07-24 03:58:30
3459,29,481,3.0,1996-06-23 20:58:29
9807962,67800,1290,5.0,2000-01-03 17:37:57
9734043,67319,3088,5.0,2000-11-02 04:05:17
1082764,7374,3552,5.0,2000-08-01 16:03:15
18167406,125681,1233,4.0,2007-06-09 20:46:19
11379512,78550,743,0.5,2010-05-30 12:40:56
4246351,28916,127098,3.0,2015-02-03 15:49:33
14921468,103088,3717,2.0,2008-07-10 23:02:04
11165578,77117,30707,3.0,2006-04-18 20:57:56
9786921,67636,468,3.0,1999-11-18 12:30:19
7011960,48346,2562,4.0,2006-01-08 15:11:22
916956,6117,1982,4.0,2007-02-28 09:24:17
2247188,15266,160,1.0,2007-01-25 13:25:01
484063,3273,1257,4.0,1996-12-04 04:01:38
9984976,69024,920,5.0,2000-11-17 02:57:22
1209065,8264,1584,4.0,2006-01-01 21:25:12
4948011,34065,3554,4.0,2004-10-09 01:03:44
9963570,68851,5349,2.0,2003-04-17 03:35:07
5684978,39125,2355,4.0,2000-08-04 04:45:54
2425440,16398,1721,1.5,2007-05-22 03:59:10
3071207,20941,1210,5.0,1999-02-28 16:38:42
10703712,74072,2861,3.0,2001-11-09 05:15:11
18298050,126587,1909,2.5,2010-01-19 06:24:25
18288293,126516,2532,3.0,2000-11-14 00:44:44
15936352,110252,1196,5.0,2009-02-08 21:44:41
7862400,54202,1320,4.0,2002-08-10 06:41:07
8873978,61342,924,1.0,2007-07-18 07:09:57
6422742,44103,1214,4.0,2007-05-07 13:36:04
5442744,37377,2571,4.0,2009-01-19 15:39:44
11510633,79454,3253,4.0,2006-04-25 10:38:43
11084921,76610,46970,4.0,2006-12-12 22:14:23
14485903,100110,1357,4.0,1999-02-15 00:21:31
16618428,114954,494,3.0,1997-04-01 05:43:58
19491465,134882,1639,3.0,1999-10-22 19:40:53
456791,3113,1941,5.0,2005-09-12 21:27:54
4189450,28552,1732,4.5,2005-04-14 01:51:42
10003206,69167,2700,2.5,2005-02-19 15:23:25
19981301,138343,47,4.5,2012-06-22 23:03:33
11099131,76687,6991,4.5,2003-12-19 18:03:28
2464229,16676,51834,3.0,2007-08-29 16:36:35
1084569,7390,454,4.0,2003-07-01 15:04:11
12369685,85472,5903,4.0,2009-03-12 23:23:31
11831637,81648,34048,3.5,2008-07-15 15:35:37
4527055,30976,79702,4.5,2013-06-12 21:34:55
19556014,135337,236,3.0,1996-08-14 06:45:01
18445628,127695,4993,4.0,2005-11-25 00:37:42
19867036,137544,141,5.0,1996-06-28 13:27:16
6489133,44575,1350,3.5,2012-01-24 21:31:59
16012702,110812,1079,5.0,2002-02-26 16:41:22
12281002,84826,1584,2.5,2009-03-04 10:29:16
8286805,57176,1275,5.0,2000-02-21 00:02:42
1615320,10908,4973,4.0,2009-12-06 16:49:11
9713647,67182,53988,4.0,2011-01-21 03:25:50
19947350,138134,3635,3.0,2000-12-06 21:27:06
2347296,15882,3478,3.0,2000-03-14 21:00:20
15307718,105820,592,5.0,2008-07-30 11:50:58
1633467,11034,6377,4.0,2013-12-11 20:18:52
17248920,119275,260,5.0,1997-11-06 14:09:38
10766326,74420,19,1.0,1997-02-09 17:43:16
12365789,85438,6541,2.0,2005-04-03 22:34:24
14442982,99774,3328,3.5,2009-04-13 18:31:23
11825820,81607,3177,0.5,2003-05-15 05:41:15
5948696,40983,1125,4.0,1996-12-09 06:55:38
19500769,134949,5502,4.0,2004-12-24 08:18:27
1847549,12490,6116,4.0,2003-09-23 22:11:48
5875928,40455,172,4.0,2005-11-26 22:35:30
2108295,14280,434,3.0,2005-01-22 03:00:36
7733913,53279,356,3.0,1996-11-22 05:45:52
13364432,92360,2571,4.5,2003-07-26 08:01:46
12142133,83882,1103,2.5,2005-01-05 04:33:28
13854570,95719,5881,2.5,2004-09-03 21:26:30
7069967,48731,10,5.0,1996-06-10 09:09:15
9728917,67288,1958,4.5,2006-06-12 03:51:52
2513574,17014,45517,4.0,2011-04-20 16:43:28
12979867,89595,466,3.0,1996-08-14 19:31:30
16436579,113790,778,4.5,2004-08-30 00:47:23
12512539,86462,1,3.0,1996-12-22 05:40:26
4822342,33135,1060,4.5,2010-08-17 03:16:36
12368666,85468,1129,5.0,1998-12-11 20:24:05
3958896,26987,1047,4.0,2005-05-15 00:25:55
1174064,8027,2735,3.5,2007-11-21 00:57:22
854740,5725,1772,1.5,2004-08-22 14:38:22
12659892,87491,45517,4.0,2011-01-30 11:52:11
522019,3528,898,4.0,2000-11-25 18:48:27
5866032,40379,902,4.5,2003-07-12 03:58:43
10262281,70992,2262,4.0,2006-01-28 02:49:16
11117081,76816,3986,4.0,2001-06-16 15:15:47
4561852,31225,31658,4.0,2013-07-18 17:15:53
10341840,71526,2455,4.0,2003-03-01 22:30:30
12695378,87729,5618,4.5,2007-02-10 09:13:22
2636621,17888,3000,4.0,2009-09-26 16:12:29
18447605,127711,1625,4.0,2005-09-28 00:07:48
7793477,53788,165,5.0,1996-03-28 06:31:26
18868011,130643,788,1.0,2001-11-10 12:35:51
